Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
26-01-2023,Cafe_Branch_West,SKU0009,Savoury Pies & Quiches,East,183,115,130,106.28,7.26,5,Cloudy,0,7.23,Spring
06-12-2023,Cafe_Branch_West,SKU0006,Pastries & Croissants,East,145,152,149,139.24,3.86,0,Sunny,0,3.58,Winter
24-12-2023,Artisan_Oven_Downtown,SKU0013,Cakes & Desserts,South,35,6,4,6.57,36.84,0,Rainy,0,38.98,Summer
02-09-2023,Artisan_Oven_Downtown,SKU0012,Artisan Breads,South,183,43,55,40.58,5.39,0,Snowy,0,4.96,Winter
21-09-2023,Cafe_Branch_West,SKU0004,Cakes & Desserts,South,54,17,19,15.01,34.45,10,Cloudy,0,32.45,Spring
02-01-2023,Cafe_Branch_West,SKU0009,Savoury Pies & Quiches,North,51,71,68,78.84,7.26,15,Rainy,1,6.97,Autumn
22-05-2023,Artisan_Oven_Downtown,SKU0015,Artisan Breads,North,233,113,99,97.99,6.66,0,Snowy,0,7.04,Summer
06-10-2023,Artisan_Oven_Downtown,SKU0005,Hot & Cold Beverages,South,114,118,124,110.84,2.16,10,Cloudy,0,2.05,Summer
02-11-2023,Cafe_Branch_West,SKU0014,Cakes & Desserts,North,18,38,31,43.01,52.53,20,Snowy,1,52.63,Summer
13-08-2023,Corner_Bakeshop,SKU0008,Pastries & Croissants,East,205,43,41,39.73,3.77,0,Cloudy,0,3.63,Spring
02-10-2023,Morning_Crust_Uptown,SKU0006,Pastries & Croissants,North,136,156,182,169.48,3.86,25,Snowy,0,3.63,Summer
22-11-2023,Morning_Crust_Uptown,SKU0011,Pastries & Croissants,South,211,66,57,66.29,6.5,5,Cloudy,0,6.83,Spring
14-04-2023,Morning_Crust_Uptown,SKU0011,Pastries & Croissants,North,272,162,144,159.86,6.5,0,Rainy,0,6.2,Spring
18-02-2023,Corner_Bakeshop,SKU0010,Pastries & Croissants,North,127,147,128,168.3,4.4,0,Rainy,0,4.06,Winter
06-08-2023,Sweet_Slice_Mall,SKU0009,Savoury Pies & Quiches,East,172,79,76,71.1,7.26,25,Sunny,0,6.92,Summer
29-06-2023,Artisan_Oven_Downtown,SKU0016,Artisan Breads,Central,168,188,192,171.62,3.04,0,Rainy,0,3.22,Winter
10-11-2023,Cafe_Branch_West,SKU0006,Pastries & Croissants,West,314,249,213,283.9,3.86,10,Snowy,1,3.58,Spring
30-04-2023,Morning_Crust_Uptown,SKU0016,Artisan Breads,Central,67,87,86,83.35,3.04,0,Rainy,0,2.93,Summer
18-09-2023,Morning_Crust_Uptown,SKU0015,Artisan Breads,West,247,98,88,91.82,6.66,0,Cloudy,0,6.34,Autumn
20-01-2023,Morning_Crust_Uptown,SKU0007,Pastries & Croissants,West,245,258,278,258.13,2.36,0,Sunny,0,2.53,Winter
12-02-2023,Morning_Crust_Uptown,SKU0017,Cakes & Desserts,Central,33,13,15,12.61,53.93,20,Cloudy,1,56.28,Autumn
07-04-2023,Morning_Crust_Uptown,SKU0015,Artisan Breads,West,111,131,168,119.91,6.66,0,Snowy,0,6.48,Summer
21-07-2023,Sweet_Slice_Mall,SKU0001,Pastries & Croissants,East,311,258,218,263.77,4.77,25,Sunny,0,4.78,Autumn
02-09-2023,Sweet_Slice_Mall,SKU0004,Cakes & Desserts,Central,59,30,27,34.44,34.45,0,Cloudy,0,32.92,Autumn
20-08-2023,Corner_Bakeshop,SKU0012,Artisan Breads,Central,52,72,77,64.3,5.39,0,Rainy,0,5.36,Summer
13-05-2023,Morning_Crust_Uptown,SKU0015,Artisan Breads,East,42,62,62,68.71,6.66,0,Snowy,0,6.92,Autumn
10-08-2023,Artisan_Oven_Downtown,SKU0010,Pastries & Croissants,Central,300,206,232,190.88,4.4,0,Rainy,0,4.54,Spring
13-02-2023,Corner_Bakeshop,SKU0012,Artisan Breads,Central,294,41,52,39.69,5.39,0,Sunny,0,4.97,Spring
21-11-2023,Sweet_Slice_Mall,SKU0018,Savoury Pies & Quiches,North,197,62,69,63.04,10.03,0,Rainy,0,9.46,Winter
24-02-2023,Corner_Bakeshop,SKU0016,Artisan Breads,Central,164,114,121,115.62,3.04,15,Sunny,0,2.98,Spring
15-05-2023,Corner_Bakeshop,SKU0013,Cakes & Desserts,North,25,11,9,12.34,36.84,0,Rainy,0,37.72,Autumn
20-08-2023,Cafe_Branch_West,SKU0004,Cakes & Desserts,West,60,10,12,8.89,34.45,0,Cloudy,0,35.85,Autumn
20-05-2023,Corner_Bakeshop,SKU0006,Pastries & Croissants,East,262,148,161,157.51,3.86,0,Sunny,0,3.69,Summer
04-07-2023,Morning_Crust_Uptown,SKU0004,Cakes & Desserts,West,17,14,17,12.11,34.45,0,Cloudy,0,36.37,Winter
03-04-2023,Morning_Crust_Uptown,SKU0008,Pastries & Croissants,North,327,153,140,167.71,3.77,20,Snowy,0,3.81,Summer
05-03-2023,Sweet_Slice_Mall,SKU0010,Pastries & Croissants,Central,64,84,106,78.55,4.4,15,Snowy,0,4.67,Summer
03-12-2023,Cafe_Branch_West,SKU0010,Pastries & Croissants,East,154,39,45,35.44,4.4,5,Cloudy,0,4.45,Winter
15-07-2023,Artisan_Oven_Downtown,SKU0013,Cakes & Desserts,West,51,20,17,19.51,36.84,25,Cloudy,1,36.1,Winter
28-09-2023,Corner_Bakeshop,SKU0015,Artisan Breads,South,220,58,74,57.42,6.66,25,Sunny,1,6.81,Autumn
29-08-2023,Corner_Bakeshop,SKU0008,Pastries & Croissants,South,50,70,56,67.12,3.77,0,Cloudy,0,3.53,Winter
02-02-2023,Corner_Bakeshop,SKU0012,Artisan Breads,North,230,153,158,145.39,5.39,0,Sunny,0,5.58,Autumn
13-10-2023,Corner_Bakeshop,SKU0013,Cakes & Desserts,East,29,9,9,8.33,36.84,0,Rainy,0,34.47,Winter
07-01-2023,Sweet_Slice_Mall,SKU0017,Cakes & Desserts,East,33,12,11,10.88,53.93,20,Cloudy,1,54.99,Winter
19-11-2023,Corner_Bakeshop,SKU0014,Cakes & Desserts,East,30,16,16,14.75,52.53,0,Snowy,0,55.03,Winter
06-12-2023,Cafe_Branch_West,SKU0005,Hot & Cold Beverages,West,91,110,91,95.98,2.16,0,Sunny,0,2.23,Summer
27-05-2023,Corner_Bakeshop,SKU0002,Cakes & Desserts,East,54,5,4,4.98,64.5,0,Cloudy,0,63.48,Summer
24-06-2023,Corner_Bakeshop,SKU0012,Artisan Breads,North,231,213,199,210.87,5.39,0,Rainy,0,5.5,Summer
25-06-2023,Morning_Crust_Uptown,SKU0016,Artisan Breads,Central,255,84,69,74.24,3.04,10,Cloudy,0,2.91,Summer
05-06-2023,Morning_Crust_Uptown,SKU0010,Pastries & Croissants,South,367,231,220,252.78,4.4,0,Rainy,0,4.39,Spring
31-03-2023,Artisan_Oven_Downtown,SKU0012,Artisan Breads,North,186,206,232,218.99,5.39,5,Snowy,1,4.98,Spring
02-01-2023,Cafe_Branch_West,SKU0012,Artisan Breads,East,229,249,268,260.35,5.39,0,Rainy,1,5.45,Summer
07-03-2023,Sweet_Slice_Mall,SKU0016,Artisan Breads,South,131,107,113,92.1,3.04,0,Rainy,0,3.25,Spring
08-12-2023,Sweet_Slice_Mall,SKU0014,Cakes & Desserts,East,54,10,12,9.47,52.53,0,Cloudy,0,53.82,Spring
08-07-2023,Artisan_Oven_Downtown,SKU0011,Pastries & Croissants,North,168,188,234,175.85,6.5,25,Snowy,1,6.61,Summer
11-11-2023,Cafe_Branch_West,SKU0011,Pastries & Croissants,East,316,259,234,267.2,6.5,0,Cloudy,0,6.6,Summer
30-09-2023,Sweet_Slice_Mall,SKU0015,Artisan Breads,North,72,92,77,82.61,6.66,0,Sunny,0,7.0,Summer
14-10-2023,Morning_Crust_Uptown,SKU0016,Artisan Breads,South,216,201,226,180.93,3.04,5,Rainy,1,3.24,Spring
31-03-2023,Sweet_Slice_Mall,SKU0018,Savoury Pies & Quiches,Central,163,116,133,127.64,10.03,0,Cloudy,0,9.55,Winter
23-11-2023,Artisan_Oven_Downtown,SKU0003,Savoury Pies & Quiches,North,94,90,90,96.26,4.63,0,Cloudy,0,5.0,Autumn
04-06-2023,Sweet_Slice_Mall,SKU0006,Pastries & Croissants,West,128,148,139,146.72,3.86,15,Rainy,0,3.88,Spring
04-08-2023,Morning_Crust_Uptown,SKU0016,Artisan Breads,West,230,79,73,74.24,3.04,0,Rainy,0,3.25,Autumn
10-12-2023,Morning_Crust_Uptown,SKU0008,Pastries & Croissants,East,399,239,195,259.22,3.77,0,Sunny,0,3.56,Autumn
10-04-2023,Corner_Bakeshop,SKU0004,Cakes & Desserts,East,42,19,24,18.27,34.45,0,Snowy,0,36.42,Summer
29-12-2023,Corner_Bakeshop,SKU0013,Cakes & Desserts,East,19,20,16,21.66,36.84,20,Cloudy,1,39.26,Spring
21-04-2023,Corner_Bakeshop,SKU0016,Artisan Breads,East,285,212,197,226.02,3.04,0,Snowy,0,3.11,Autumn
10-12-2023,Artisan_Oven_Downtown,SKU0011,Pastries & Croissants,South,395,178,213,184.49,6.5,0,Snowy,0,6.03,Summer
13-02-2023,Cafe_Branch_West,SKU0003,Savoury Pies & Quiches,East,73,35,33,34.79,4.63,0,Rainy,0,4.87,Summer
06-05-2023,Cafe_Branch_West,SKU0011,Pastries & Croissants,West,230,233,190,218.9,6.5,0,Snowy,0,6.52,Spring
07-06-2023,Cafe_Branch_West,SKU0010,Pastries & Croissants,West,255,71,82,64.14,4.4,0,Sunny,0,4.4,Spring
26-06-2023,Artisan_Oven_Downtown,SKU0005,Hot & Cold Beverages,West,142,162,149,179.52,2.16,0,Cloudy,0,2.32,Winter
26-09-2023,Cafe_Branch_West,SKU0005,Hot & Cold Beverages,North,96,78,99,72.73,2.16,15,Rainy,0,2.33,Spring
13-05-2023,Cafe_Branch_West,SKU0014,Cakes & Desserts,Central,55,17,16,15.21,52.53,0,Cloudy,1,50.31,Winter
26-07-2023,Sweet_Slice_Mall,SKU0008,Pastries & Croissants,South,342,152,147,162.75,3.77,10,Rainy,0,3.49,Spring
30-10-2023,Artisan_Oven_Downtown,SKU0014,Cakes & Desserts,West,49,26,21,24.23,52.53,0,Cloudy,0,55.31,Summer
26-05-2023,Morning_Crust_Uptown,SKU0003,Savoury Pies & Quiches,West,127,46,44,45.92,4.63,0,Snowy,0,4.31,Summer
15-06-2023,Corner_Bakeshop,SKU0007,Pastries & Croissants,South,107,127,115,142.91,2.36,0,Cloudy,0,2.36,Winter
29-04-2023,Artisan_Oven_Downtown,SKU0004,Cakes & Desserts,East,51,21,27,22.18,34.45,0,Rainy,0,36.95,Autumn
23-03-2023,Corner_Bakeshop,SKU0007,Pastries & Croissants,North,199,156,191,153.81,2.36,0,Snowy,0,2.22,Autumn
04-03-2023,Corner_Bakeshop,SKU0016,Artisan Breads,East,171,191,203,216.7,3.04,20,Sunny,1,2.92,Spring
30-08-2023,Morning_Crust_Uptown,SKU0015,Artisan Breads,East,280,104,95,113.5,6.66,0,Sunny,0,6.59,Winter
28-08-2023,Sweet_Slice_Mall,SKU0017,Cakes & Desserts,North,44,33,36,33.62,53.93,0,Rainy,0,54.57,Summer
13-02-2023,Morning_Crust_Uptown,SKU0005,Hot & Cold Beverages,North,365,385,316,434.42,2.16,0,Cloudy,0,2.28,Winter
02-05-2023,Morning_Crust_Uptown,SKU0010,Pastries & Croissants,North,80,100,111,107.67,4.4,0,Cloudy,0,4.09,Spring
14-03-2023,Sweet_Slice_Mall,SKU0006,Pastries & Croissants,Central,186,41,48,43.68,3.86,0,Rainy,0,3.75,Summer
27-05-2023,Morning_Crust_Uptown,SKU0015,Artisan Breads,Central,60,80,75,68.44,6.66,0,Cloudy,0,6.3,Spring
22-07-2023,Sweet_Slice_Mall,SKU0015,Artisan Breads,Central,60,58,53,56.72,6.66,5,Sunny,1,6.61,Autumn
28-03-2023,Artisan_Oven_Downtown,SKU0002,Cakes & Desserts,Central,40,27,30,23.02,64.5,20,Cloudy,0,66.01,Winter
02-06-2023,Artisan_Oven_Downtown,SKU0016,Artisan Breads,West,119,102,129,111.49,3.04,0,Snowy,0,2.99,Winter
22-02-2023,Artisan_Oven_Downtown,SKU0016,Artisan Breads,West,97,117,109,116.13,3.04,25,Cloudy,1,3.01,Summer
04-01-2023,Artisan_Oven_Downtown,SKU0009,Savoury Pies & Quiches,West,141,30,28,29.33,7.26,0,Sunny,0,6.9,Summer
24-09-2023,Cafe_Branch_West,SKU0009,Savoury Pies & Quiches,West,163,117,125,130.58,7.26,0,Snowy,0,7.38,Summer
18-09-2023,Cafe_Branch_West,SKU0010,Pastries & Croissants,South,305,200,240,229.12,4.4,15,Snowy,0,4.44,Autumn
25-10-2023,Corner_Bakeshop,SKU0009,Savoury Pies & Quiches,Central,34,54,44,58.12,7.26,0,Rainy,0,7.03,Spring
29-09-2023,Artisan_Oven_Downtown,SKU0018,Savoury Pies & Quiches,South,166,88,82,94.08,10.03,0,Rainy,0,10.06,Winter
07-10-2023,Morning_Crust_Uptown,SKU0006,Pastries & Croissants,South,90,110,98,122.22,3.86,0,Snowy,0,4.03,Spring
08-07-2023,Cafe_Branch_West,SKU0002,Cakes & Desserts,South,51,30,33,33.02,64.5,0,Rainy,0,65.58,Summer
02-02-2023,Sweet_Slice_Mall,SKU0010,Pastries & Croissants,West,324,184,228,175.51,4.4,0,Sunny,0,4.59,Winter
27-07-2023,Artisan_Oven_Downtown,SKU0008,Pastries & Croissants,South,225,44,40,45.76,3.77,0,Snowy,0,3.83,Summer
07-05-2023,Sweet_Slice_Mall,SKU0014,Cakes & Desserts,East,25,13,15,11.39,52.53,0,Sunny,0,50.93,Autumn
26-08-2023,Artisan_Oven_Downtown,SKU0003,Savoury Pies & Quiches,South,191,72,67,68.87,4.63,25,Rainy,0,4.97,Autumn
18-08-2023,Sweet_Slice_Mall,SKU0001,Pastries & Croissants,North,391,132,111,150.24,4.77,0,Snowy,0,4.91,Autumn
19-11-2023,Corner_Bakeshop,SKU0014,Cakes & Desserts,Central,41,23,20,22.82,52.53,0,Cloudy,0,49.46,Summer
19-01-2023,Corner_Bakeshop,SKU0012,Artisan Breads,South,239,47,56,42.24,5.39,0,Sunny,0,5.0,Autumn
24-05-2023,Artisan_Oven_Downtown,SKU0017,Cakes & Desserts,South,27,8,6,8.55,53.93,0,Cloudy,0,50.95,Spring
24-01-2023,Cafe_Branch_West,SKU0016,Artisan Breads,North,224,73,90,63.59,3.04,0,Cloudy,0,3.02,Winter
14-08-2023,Corner_Bakeshop,SKU0001,Pastries & Croissants,South,275,82,67,71.59,4.77,0,Rainy,0,4.9,Autumn
21-11-2023,Corner_Bakeshop,SKU0008,Pastries & Croissants,North,183,128,166,116.72,3.77,5,Rainy,1,3.65,Winter
07-03-2023,Corner_Bakeshop,SKU0016,Artisan Breads,Central,207,87,95,98.28,3.04,15,Rainy,0,3.11,Autumn
25-04-2023,Corner_Bakeshop,SKU0003,Savoury Pies & Quiches,South,156,123,106,115.66,4.63,0,Cloudy,0,4.98,Spring
01-07-2023,Morning_Crust_Uptown,SKU0010,Pastries & Croissants,East,99,119,121,108.54,4.4,0,Rainy,0,4.72,Spring
28-12-2023,Corner_Bakeshop,SKU0001,Pastries & Croissants,North,64,84,94,95.33,4.77,0,Sunny,0,4.46,Winter
05-03-2023,Morning_Crust_Uptown,SKU0002,Cakes & Desserts,West,47,29,26,26.93,64.5,0,Rainy,0,62.75,Winter
09-07-2023,Artisan_Oven_Downtown,SKU0006,Pastries & Croissants,North,136,82,90,82.68,3.86,0,Cloudy,0,4.16,Winter
20-09-2023,Morning_Crust_Uptown,SKU0011,Pastries & Croissants,East,300,205,245,221.34,6.5,0,Sunny,0,6.86,Winter
13-02-2023,Cafe_Branch_West,SKU0004,Cakes & Desserts,East,53,22,23,19.15,34.45,0,Cloudy,0,33.03,Autumn
05-11-2023,Cafe_Branch_West,SKU0013,Cakes & Desserts,North,54,18,23,18.72,36.84,20,Sunny,0,35.66,Spring
12-09-2023,Corner_Bakeshop,SKU0011,Pastries & Croissants,South,137,157,186,158.45,6.5,0,Snowy,0,6.4,Spring
17-03-2023,Corner_Bakeshop,SKU0006,Pastries & Croissants,Central,231,68,82,75.58,3.86,0,Sunny,0,3.76,Summer
07-04-2023,Corner_Bakeshop,SKU0014,Cakes & Desserts,North,15,18,22,15.74,52.53,0,Snowy,0,56.06,Winter
08-09-2023,Morning_Crust_Uptown,SKU0017,Cakes & Desserts,North,48,27,34,30.28,53.93,0,Snowy,0,53.43,Winter
10-05-2023,Artisan_Oven_Downtown,SKU0017,Cakes & Desserts,West,50,11,12,12.32,53.93,0,Rainy,0,52.07,Winter
13-06-2023,Corner_Bakeshop,SKU0011,Pastries & Croissants,South,56,76,85,67.01,6.5,0,Rainy,0,6.78,Winter
03-01-2023,Morning_Crust_Uptown,SKU0012,Artisan Breads,South,136,156,194,154.8,5.39,15,Rainy,1,5.67,Winter
24-12-2023,Artisan_Oven_Downtown,SKU0008,Pastries & Croissants,Central,378,153,126,174.29,3.77,0,Cloudy,0,3.5,Winter
13-06-2023,Cafe_Branch_West,SKU0008,Pastries & Croissants,East,306,231,211,246.25,3.77,0,Snowy,0,3.56,Autumn
30-07-2023,Corner_Bakeshop,SKU0008,Pastries & Croissants,West,265,132,114,120.47,3.77,10,Snowy,1,3.78,Spring
23-08-2023,Sweet_Slice_Mall,SKU0014,Cakes & Desserts,Central,35,7,8,7.21,52.53,0,Rainy,0,52.38,Winter
23-11-2023,Artisan_Oven_Downtown,SKU0011,Pastries & Croissants,Central,158,178,164,195.68,6.5,15,Rainy,0,6.58,Winter
26-04-2023,Sweet_Slice_Mall,SKU0007,Pastries & Croissants,East,272,239,223,232.9,2.36,20,Cloudy,0,2.35,Winter
02-12-2023,Morning_Crust_Uptown,SKU0013,Cakes & Desserts,West,14,7,5,7.82,36.84,0,Cloudy,0,38.97,Winter
28-11-2023,Morning_Crust_Uptown,SKU0014,Cakes & Desserts,Central,59,12,10,13.34,52.53,0,Cloudy,0,50.45,Winter
09-05-2023,Morning_Crust_Uptown,SKU0013,Cakes & Desserts,North,27,30,33,26.16,36.84,0,Snowy,0,38.34,Summer
07-08-2023,Sweet_Slice_Mall,SKU0006,Pastries & Croissants,West,214,62,77,68.53,3.86,0,Snowy,0,3.78,Winter
02-12-2023,Sweet_Slice_Mall,SKU0012,Artisan Breads,East,214,202,218,191.37,5.39,0,Sunny,0,5.74,Winter
11-04-2023,Artisan_Oven_Downtown,SKU0002,Cakes & Desserts,South,14,32,31,28.71,64.5,0,Cloudy,0,64.57,Summer
25-07-2023,Cafe_Branch_West,SKU0008,Pastries & Croissants,Central,224,127,135,125.47,3.77,0,Sunny,0,3.55,Winter
03-03-2023,Morning_Crust_Uptown,SKU0012,Artisan Breads,East,212,172,216,148.96,5.39,0,Sunny,0,5.32,Spring
07-02-2023,Morning_Crust_Uptown,SKU0010,Pastries & Croissants,North,76,36,31,40.81,4.4,0,Snowy,0,4.34,Autumn
18-04-2023,Cafe_Branch_West,SKU0009,Savoury Pies & Quiches,East,48,68,59,62.15,7.26,0,Rainy,0,6.89,Spring
20-11-2023,Morning_Crust_Uptown,SKU0011,Pastries & Croissants,West,212,151,157,137.12,6.5,0,Rainy,0,6.23,Spring
11-07-2023,Artisan_Oven_Downtown,SKU0006,Pastries & Croissants,South,304,72,73,76.29,3.86,0,Snowy,0,3.8,Spring
05-08-2023,Artisan_Oven_Downtown,SKU0010,Pastries & Croissants,Central,342,172,195,157.89,4.4,15,Snowy,0,4.45,Summer
11-10-2023,Sweet_Slice_Mall,SKU0018,Savoury Pies & Quiches,Central,180,26,25,28.3,10.03,0,Cloudy,0,10.2,Autumn
03-12-2023,Corner_Bakeshop,SKU0018,Savoury Pies & Quiches,West,97,117,138,133.93,10.03,0,Rainy,0,9.61,Autumn
31-10-2023,Corner_Bakeshop,SKU0013,Cakes & Desserts,Central,31,17,16,14.98,36.84,0,Rainy,0,38.85,Winter
07-05-2023,Sweet_Slice_Mall,SKU0018,Savoury Pies & Quiches,East,93,113,103,108.51,10.03,0,Sunny,0,9.55,Autumn
02-04-2023,Artisan_Oven_Downtown,SKU0005,Hot & Cold Beverages,West,269,289,317,323.11,2.16,0,Rainy,0,2.32,Summer
18-08-2023,Sweet_Slice_Mall,SKU0002,Cakes & Desserts,South,34,11,12,10.66,64.5,0,Sunny,0,63.22,Winter
12-01-2023,Artisan_Oven_Downtown,SKU0009,Savoury Pies & Quiches,East,50,47,55,40.57,7.26,0,Sunny,0,6.99,Summer
28-07-2023,Cafe_Branch_West,SKU0003,Savoury Pies & Quiches,West,179,24,28,24.77,4.63,0,Snowy,0,4.4,Autumn
31-05-2023,Cafe_Branch_West,SKU0014,Cakes & Desserts,East,48,14,14,15.28,52.53,0,Cloudy,0,56.38,Summer
19-01-2023,Cafe_Branch_West,SKU0002,Cakes & Desserts,Central,42,5,5,5.13,64.5,5,Snowy,0,65.15,Spring
19-06-2023,Corner_Bakeshop,SKU0014,Cakes & Desserts,South,15,8,8,7.7,52.53,0,Cloudy,0,50.61,Spring
01-09-2023,Cafe_Branch_West,SKU0012,Artisan Breads,East,54,62,73,57.57,5.39,0,Cloudy,0,5.24,Summer
29-12-2023,Sweet_Slice_Mall,SKU0008,Pastries & Croissants,Central,79,99,84,111.26,3.77,0,Cloudy,0,3.52,Autumn
17-10-2023,Cafe_Branch_West,SKU0005,Hot & Cold Beverages,North,186,123,109,127.05,2.16,0,Rainy,0,2.1,Summer
26-02-2023,Morning_Crust_Uptown,SKU0011,Pastries & Croissants,Central,195,215,172,185.12,6.5,0,Rainy,0,6.15,Winter
21-06-2023,Artisan_Oven_Downtown,SKU0005,Hot & Cold Beverages,East,173,193,217,206.89,2.16,0,Rainy,0,2.31,Summer
19-05-2023,Sweet_Slice_Mall,SKU0013,Cakes & Desserts,West,23,14,17,12.25,36.84,0,Snowy,0,39.64,Spring
06-02-2023,Cafe_Branch_West,SKU0017,Cakes & Desserts,West,12,32,35,33.76,53.93,15,Rainy,1,55.65,Spring
