Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
23-01-2023,Store_Suburbs,SKU0018,Meat & Seafood,South,137,87,112,79.57,22.47,0,Rainy,0,20.98,Winter
16-10-2023,Store_Suburbs,SKU0024,Beverages,South,145,149,170,150.89,4.14,20,Cloudy,0,3.94,Spring
26-02-2023,Store_Airport,SKU0010,Dairy & Eggs,North,111,131,159,149.12,8.01,25,Sunny,0,7.6,Winter
05-03-2023,Store_Airport,SKU0016,Bakery & Snacks,North,146,159,147,179.05,9.94,0,Snowy,0,9.75,Winter
07-04-2023,Store_Uptown,SKU0021,Household Essentials,Central,142,46,43,52.62,4.87,10,Rainy,0,4.97,Summer
16-07-2023,Store_Airport,SKU0002,Bakery & Snacks,Central,237,97,121,101.71,8.64,0,Cloudy,0,9.03,Winter
29-09-2023,Store_Airport,SKU0017,Beverages,North,385,204,192,222.38,5.36,5,Snowy,0,5.04,Summer
11-03-2023,Store_Suburbs,SKU0003,Beverages,Central,168,180,169,169.45,14.91,0,Rainy,0,14.06,Autumn
19-04-2023,Store_Airport,SKU0023,Dairy & Eggs,East,96,116,116,108.75,7.65,0,Snowy,0,7.36,Autumn
30-09-2023,Store_Downtown,SKU0015,Dairy & Eggs,East,112,92,88,80.46,11.75,0,Rainy,0,12.54,Autumn
13-02-2023,Store_Uptown,SKU0022,Fresh Produce,South,321,82,94,87.78,5.37,0,Cloudy,0,5.21,Spring
21-09-2023,Store_Uptown,SKU0022,Fresh Produce,North,199,170,185,164.4,5.37,0,Sunny,0,5.55,Summer
14-09-2023,Store_Uptown,SKU0011,Meat & Seafood,Central,147,33,37,28.21,31.25,0,Sunny,0,29.71,Spring
18-11-2023,Store_Suburbs,SKU0010,Dairy & Eggs,North,46,66,74,60.65,8.01,0,Snowy,0,7.57,Winter
26-05-2023,Store_Uptown,SKU0005,Frozen Foods,Central,214,69,76,76.73,14.22,0,Cloudy,0,14.21,Summer
14-01-2023,Store_Uptown,SKU0018,Meat & Seafood,South,133,58,53,61.99,22.47,0,Snowy,0,24.09,Summer
14-10-2023,Store_Metro,SKU0004,Fresh Produce,East,347,57,57,50.49,5.02,0,Rainy,0,4.8,Summer
27-11-2023,Store_Uptown,SKU0001,Dairy & Eggs,Central,278,33,32,31.26,11.68,0,Rainy,0,10.75,Autumn
30-06-2023,Store_Downtown,SKU0024,Beverages,North,348,228,198,223.01,4.14,0,Snowy,0,4.25,Winter
11-05-2023,Store_Uptown,SKU0009,Frozen Foods,South,249,78,82,67.29,5.48,0,Snowy,0,5.45,Winter
20-01-2023,Store_Airport,SKU0021,Household Essentials,East,116,29,28,31.99,4.87,0,Snowy,0,4.99,Summer
24-08-2023,Store_Uptown,SKU0020,Dairy & Eggs,North,166,106,125,101.47,3.21,20,Cloudy,0,3.45,Spring
02-09-2023,Store_Suburbs,SKU0021,Household Essentials,Central,75,75,92,64.63,4.87,0,Cloudy,0,4.69,Autumn
24-10-2023,Store_Downtown,SKU0008,Frozen Foods,Central,218,64,59,65.05,9.65,0,Snowy,0,9.84,Summer
18-09-2023,Store_Metro,SKU0006,Fresh Produce,North,446,120,99,113.88,2.94,0,Snowy,0,2.86,Spring
08-06-2023,Store_Metro,SKU0016,Bakery & Snacks,East,197,158,128,161.37,9.94,0,Sunny,0,10.15,Summer
13-04-2023,Store_Suburbs,SKU0016,Bakery & Snacks,North,334,137,166,128.74,9.94,0,Rainy,0,9.31,Spring
31-05-2023,Store_Uptown,SKU0022,Fresh Produce,South,363,133,150,131.29,5.37,0,Cloudy,0,5.68,Winter
07-03-2023,Store_Airport,SKU0012,Household Essentials,Central,147,25,23,25.76,16.04,25,Rainy,1,15.23,Summer
03-10-2023,Store_Metro,SKU0018,Meat & Seafood,East,84,41,45,40.31,22.47,0,Cloudy,0,21.11,Winter
18-11-2023,Store_Metro,SKU0007,Fresh Produce,South,338,108,101,103.83,2.73,0,Snowy,0,2.52,Winter
28-01-2023,Store_Downtown,SKU0001,Dairy & Eggs,South,210,53,66,56.9,11.68,0,Snowy,0,11.85,Autumn
22-12-2023,Store_Uptown,SKU0021,Household Essentials,Central,136,57,51,58.65,4.87,0,Cloudy,0,4.67,Spring
24-12-2023,Store_Uptown,SKU0010,Dairy & Eggs,North,226,58,67,52.75,8.01,0,Rainy,0,7.76,Summer
31-10-2023,Store_Metro,SKU0017,Beverages,Central,174,122,101,116.46,5.36,0,Snowy,0,5.39,Autumn
10-06-2023,Store_Downtown,SKU0003,Beverages,South,390,91,74,90.97,14.91,0,Snowy,0,13.74,Autumn
18-11-2023,Store_Uptown,SKU0003,Beverages,South,387,326,399,346.29,14.91,0,Rainy,1,14.62,Winter
01-10-2023,Store_Downtown,SKU0012,Household Essentials,North,114,33,38,28.05,16.04,0,Cloudy,0,15.62,Spring
16-11-2023,Store_Airport,SKU0003,Beverages,North,259,84,79,82.34,14.91,0,Snowy,0,13.81,Autumn
14-05-2023,Store_Uptown,SKU0018,Meat & Seafood,South,167,47,43,48.76,22.47,0,Snowy,0,23.24,Spring
04-05-2023,Store_Downtown,SKU0010,Dairy & Eggs,East,257,77,86,82.33,8.01,0,Rainy,0,7.48,Spring
05-01-2023,Store_Suburbs,SKU0019,Meat & Seafood,Central,57,40,40,44.12,24.05,0,Rainy,0,22.95,Winter
01-05-2023,Store_Airport,SKU0010,Dairy & Eggs,Central,263,120,98,115.55,8.01,0,Rainy,0,8.5,Winter
21-09-2023,Store_Downtown,SKU0020,Dairy & Eggs,Central,229,75,94,69.42,3.21,0,Snowy,0,3.16,Winter
21-06-2023,Store_Metro,SKU0023,Dairy & Eggs,East,275,120,149,133.51,7.65,20,Rainy,0,7.28,Winter
05-10-2023,Store_Suburbs,SKU0012,Household Essentials,North,65,43,41,46.04,16.04,0,Rainy,0,15.15,Winter
19-06-2023,Store_Uptown,SKU0005,Frozen Foods,South,120,62,79,69.11,14.22,0,Cloudy,0,15.13,Spring
01-11-2023,Store_Airport,SKU0015,Dairy & Eggs,East,159,62,66,67.17,11.75,0,Sunny,0,12.58,Winter
18-11-2023,Store_Uptown,SKU0012,Household Essentials,South,154,28,28,28.85,16.04,0,Sunny,0,16.99,Winter
30-03-2023,Store_Uptown,SKU0006,Fresh Produce,Central,257,140,151,148.76,2.94,0,Snowy,0,2.76,Summer
05-05-2023,Store_Suburbs,SKU0003,Beverages,Central,63,83,90,78.89,14.91,0,Snowy,0,14.56,Autumn
01-04-2023,Store_Airport,SKU0025,Dairy & Eggs,East,183,106,93,97.67,5.6,0,Sunny,0,5.69,Winter
29-09-2023,Store_Downtown,SKU0011,Meat & Seafood,Central,127,77,81,88.06,31.25,10,Snowy,0,30.12,Autumn
07-10-2023,Store_Uptown,SKU0025,Dairy & Eggs,Central,126,67,53,72.46,5.6,0,Rainy,0,5.51,Spring
05-09-2023,Store_Metro,SKU0020,Dairy & Eggs,South,107,115,142,113.78,3.21,0,Rainy,0,3.19,Summer
05-12-2023,Store_Downtown,SKU0006,Fresh Produce,North,118,138,111,128.54,2.94,0,Cloudy,0,3.1,Summer
16-01-2023,Store_Downtown,SKU0010,Dairy & Eggs,West,44,64,61,63.62,8.01,0,Sunny,0,8.5,Autumn
30-09-2023,Store_Metro,SKU0016,Bakery & Snacks,North,59,79,80,76.59,9.94,0,Sunny,0,9.82,Spring
05-04-2023,Store_Uptown,SKU0021,Household Essentials,South,85,46,37,45.28,4.87,0,Snowy,0,4.87,Summer
08-12-2023,Store_Uptown,SKU0007,Fresh Produce,Central,130,96,110,94.74,2.73,0,Snowy,0,2.81,Autumn
07-08-2023,Store_Airport,SKU0007,Fresh Produce,Central,167,96,94,107.44,2.73,0,Rainy,0,2.61,Spring
13-05-2023,Store_Downtown,SKU0022,Fresh Produce,South,245,87,76,93.3,5.37,5,Cloudy,0,5.05,Spring
22-10-2023,Store_Uptown,SKU0011,Meat & Seafood,South,52,31,37,30.39,31.25,15,Sunny,0,32.49,Summer
29-10-2023,Store_Metro,SKU0018,Meat & Seafood,West,79,28,25,30.87,22.47,0,Rainy,0,22.48,Summer
05-10-2023,Store_Suburbs,SKU0022,Fresh Produce,North,78,87,75,82.46,5.37,0,Snowy,0,5.61,Summer
17-12-2023,Store_Uptown,SKU0016,Bakery & Snacks,West,118,96,89,109.17,9.94,0,Sunny,0,9.41,Spring
20-09-2023,Store_Downtown,SKU0018,Meat & Seafood,South,85,71,70,64.07,22.47,0,Sunny,0,22.09,Summer
22-02-2023,Store_Uptown,SKU0003,Beverages,Central,108,68,57,71.26,14.91,0,Sunny,0,14.88,Winter
11-03-2023,Store_Airport,SKU0002,Bakery & Snacks,Central,101,120,129,133.98,8.64,0,Rainy,0,9.06,Autumn
10-06-2023,Store_Suburbs,SKU0004,Fresh Produce,South,86,106,86,116.2,5.02,10,Snowy,1,5.29,Spring
02-02-2023,Store_Metro,SKU0011,Meat & Seafood,South,115,72,92,80.65,31.25,0,Sunny,0,29.03,Spring
09-11-2023,Store_Airport,SKU0021,Household Essentials,Central,98,55,65,63.08,4.87,25,Sunny,0,4.64,Summer
15-04-2023,Store_Suburbs,SKU0005,Frozen Foods,West,130,74,60,75.94,14.22,0,Rainy,1,14.68,Spring
16-07-2023,Store_Uptown,SKU0021,Household Essentials,South,39,52,64,56.63,4.87,5,Cloudy,1,4.71,Autumn
04-01-2023,Store_Downtown,SKU0018,Meat & Seafood,Central,114,80,82,71.84,22.47,0,Rainy,0,22.55,Winter
02-08-2023,Store_Airport,SKU0016,Bakery & Snacks,Central,284,137,111,140.81,9.94,0,Sunny,0,10.0,Winter
09-11-2023,Store_Suburbs,SKU0017,Beverages,North,392,70,76,77.14,5.36,0,Cloudy,0,4.96,Autumn
26-08-2023,Store_Airport,SKU0025,Dairy & Eggs,South,244,116,116,128.78,5.6,0,Cloudy,0,5.16,Summer
30-12-2023,Store_Airport,SKU0011,Meat & Seafood,South,177,89,105,80.94,31.25,0,Cloudy,0,28.91,Spring
06-11-2023,Store_Airport,SKU0016,Bakery & Snacks,South,310,113,104,116.76,9.94,0,Sunny,0,10.65,Winter
06-12-2023,Store_Suburbs,SKU0025,Dairy & Eggs,North,244,125,104,114.07,5.6,0,Sunny,0,5.37,Autumn
17-04-2023,Store_Metro,SKU0011,Meat & Seafood,East,40,46,37,45.58,31.25,20,Sunny,0,32.75,Spring
07-12-2023,Store_Suburbs,SKU0015,Dairy & Eggs,North,142,141,147,130.4,11.75,5,Cloudy,0,11.25,Winter
17-06-2023,Store_Uptown,SKU0025,Dairy & Eggs,East,150,135,164,146.12,5.6,0,Rainy,0,5.44,Autumn
11-12-2023,Store_Downtown,SKU0014,Frozen Foods,South,124,51,50,44.3,12.04,0,Sunny,0,11.78,Spring
13-10-2023,Store_Metro,SKU0004,Fresh Produce,West,181,186,178,202.2,5.02,0,Rainy,0,5.39,Winter
07-04-2023,Store_Metro,SKU0015,Dairy & Eggs,East,112,109,99,107.46,11.75,0,Rainy,0,12.08,Spring
22-04-2023,Store_Suburbs,SKU0003,Beverages,West,69,89,102,92.37,14.91,0,Snowy,0,14.2,Winter
09-02-2023,Store_Metro,SKU0017,Beverages,South,149,169,207,155.36,5.36,0,Rainy,0,5.45,Spring
10-09-2023,Store_Uptown,SKU0017,Beverages,East,374,145,174,158.85,5.36,0,Snowy,0,5.2,Autumn
30-03-2023,Store_Downtown,SKU0017,Beverages,South,130,150,162,150.7,5.36,0,Snowy,0,5.16,Winter
02-12-2023,Store_Airport,SKU0025,Dairy & Eggs,South,293,45,49,49.14,5.6,15,Snowy,0,5.7,Winter
04-07-2023,Store_Metro,SKU0006,Fresh Produce,North,95,115,105,104.85,2.94,0,Sunny,1,2.72,Spring
01-09-2023,Store_Airport,SKU0015,Dairy & Eggs,Central,258,142,146,130.58,11.75,0,Sunny,0,10.92,Winter
09-10-2023,Store_Downtown,SKU0020,Dairy & Eggs,South,197,102,101,91.88,3.21,0,Sunny,0,3.33,Autumn
05-12-2023,Store_Downtown,SKU0011,Meat & Seafood,East,36,39,38,33.56,31.25,0,Rainy,0,32.86,Spring
17-07-2023,Store_Metro,SKU0020,Dairy & Eggs,East,224,139,164,121.06,3.21,20,Cloudy,0,3.34,Autumn
30-01-2023,Store_Downtown,SKU0012,Household Essentials,East,50,41,45,34.93,16.04,20,Rainy,0,16.0,Summer
30-06-2023,Store_Airport,SKU0006,Fresh Produce,South,57,77,76,77.47,2.94,0,Sunny,0,2.74,Spring
23-02-2023,Store_Metro,SKU0004,Fresh Produce,East,221,103,121,110.68,5.02,0,Cloudy,0,4.75,Winter
20-01-2023,Store_Downtown,SKU0001,Dairy & Eggs,North,75,66,60,60.83,11.68,20,Rainy,0,11.98,Winter
03-01-2023,Store_Downtown,SKU0008,Frozen Foods,East,222,73,74,74.93,9.65,25,Sunny,0,9.76,Winter
20-11-2023,Store_Uptown,SKU0014,Frozen Foods,West,184,68,63,60.15,12.04,0,Cloudy,0,11.66,Autumn
27-03-2023,Store_Suburbs,SKU0011,Meat & Seafood,North,94,32,26,31.41,31.25,5,Cloudy,0,30.86,Summer
23-02-2023,Store_Airport,SKU0021,Household Essentials,Central,48,25,29,26.57,4.87,0,Rainy,0,5.23,Winter
27-10-2023,Store_Downtown,SKU0012,Household Essentials,South,130,99,91,101.98,16.04,0,Rainy,0,15.28,Autumn
01-02-2023,Store_Metro,SKU0017,Beverages,North,205,225,199,221.58,5.36,0,Sunny,0,5.49,Spring
11-05-2023,Store_Uptown,SKU0003,Beverages,North,339,204,233,205.69,14.91,5,Sunny,0,14.67,Winter
25-03-2023,Store_Airport,SKU0004,Fresh Produce,West,411,180,190,173.35,5.02,25,Snowy,0,5.16,Summer
02-12-2023,Store_Airport,SKU0022,Fresh Produce,Central,113,133,117,144.44,5.37,15,Rainy,1,5.73,Spring
08-03-2023,Store_Uptown,SKU0008,Frozen Foods,North,237,118,95,133.77,9.65,15,Rainy,0,9.93,Autumn
27-06-2023,Store_Metro,SKU0021,Household Essentials,East,51,40,40,38.2,4.87,0,Snowy,0,4.66,Summer
14-05-2023,Store_Downtown,SKU0004,Fresh Produce,Central,193,112,135,117.98,5.02,0,Cloudy,0,5.08,Winter
26-10-2023,Store_Airport,SKU0004,Fresh Produce,East,61,81,67,93.05,5.02,0,Cloudy,0,5.18,Spring
06-11-2023,Store_Metro,SKU0019,Meat & Seafood,East,131,71,71,77.15,24.05,20,Snowy,1,24.73,Summer
06-09-2023,Store_Downtown,SKU0022,Fresh Produce,Central,338,177,149,175.18,5.37,15,Cloudy,0,5.66,Spring
30-06-2023,Store_Airport,SKU0002,Bakery & Snacks,Central,93,113,110,124.11,8.64,0,Rainy,0,8.1,Spring
25-02-2023,Store_Uptown,SKU0002,Bakery & Snacks,East,305,49,59,47.38,8.64,0,Sunny,0,7.98,Winter
21-11-2023,Store_Uptown,SKU0015,Dairy & Eggs,North,59,32,39,36.8,11.75,0,Sunny,0,11.16,Winter
04-11-2023,Store_Airport,SKU0014,Frozen Foods,East,221,63,54,69.16,12.04,10,Cloudy,1,11.44,Autumn
30-03-2023,Store_Suburbs,SKU0008,Frozen Foods,South,138,77,76,79.5,9.65,0,Cloudy,0,9.0,Autumn
14-07-2023,Store_Uptown,SKU0002,Bakery & Snacks,East,135,97,78,91.85,8.64,0,Rainy,0,8.1,Winter
15-09-2023,Store_Airport,SKU0011,Meat & Seafood,South,101,82,95,90.08,31.25,20,Sunny,0,30.6,Winter
24-10-2023,Store_Uptown,SKU0017,Beverages,Central,468,214,246,187.93,5.36,0,Snowy,0,4.94,Spring
26-12-2023,Store_Suburbs,SKU0003,Beverages,East,432,106,98,91.6,14.91,0,Snowy,1,14.07,Winter
23-03-2023,Store_Downtown,SKU0012,Household Essentials,East,65,19,20,19.19,16.04,0,Cloudy,0,14.88,Winter
26-04-2023,Store_Downtown,SKU0020,Dairy & Eggs,West,105,119,124,132.87,3.21,0,Sunny,0,3.37,Summer
27-09-2023,Store_Downtown,SKU0012,Household Essentials,South,112,86,105,81.73,16.04,0,Cloudy,0,16.99,Summer
29-10-2023,Store_Suburbs,SKU0015,Dairy & Eggs,East,259,193,214,216.95,11.75,25,Snowy,1,12.45,Winter
04-02-2023,Store_Suburbs,SKU0013,Household Essentials,East,179,97,99,83.65,22.84,0,Snowy,0,23.6,Summer
14-05-2023,Store_Airport,SKU0004,Fresh Produce,Central,299,86,100,74.99,5.02,0,Sunny,0,5.13,Spring
07-07-2023,Store_Airport,SKU0023,Dairy & Eggs,East,190,36,35,32.3,7.65,0,Sunny,0,8.13,Autumn
25-11-2023,Store_Suburbs,SKU0015,Dairy & Eggs,Central,148,85,83,96.26,11.75,10,Cloudy,0,12.33,Spring
11-06-2023,Store_Uptown,SKU0024,Beverages,Central,75,95,105,81.34,4.14,0,Rainy,0,4.21,Autumn
07-04-2023,Store_Airport,SKU0016,Bakery & Snacks,East,320,128,141,132.79,9.94,0,Cloudy,0,10.4,Autumn
23-10-2023,Store_Metro,SKU0020,Dairy & Eggs,North,187,102,123,109.42,3.21,20,Cloudy,1,3.4,Spring
14-01-2023,Store_Metro,SKU0008,Frozen Foods,Central,44,61,70,62.15,9.65,0,Snowy,0,9.17,Winter
24-09-2023,Store_Metro,SKU0007,Fresh Produce,Central,342,169,208,147.15,2.73,15,Snowy,0,2.62,Spring
29-11-2023,Store_Suburbs,SKU0015,Dairy & Eggs,South,163,101,98,107.99,11.75,0,Cloudy,0,11.56,Winter
18-01-2023,Store_Suburbs,SKU0019,Meat & Seafood,North,135,16,17,14.89,24.05,0,Rainy,0,25.47,Summer
06-08-2023,Store_Metro,SKU0002,Bakery & Snacks,West,326,122,120,125.86,8.64,0,Snowy,0,8.49,Winter
03-02-2023,Store_Suburbs,SKU0021,Household Essentials,South,137,121,141,111.39,4.87,25,Sunny,1,5.15,Summer
24-06-2023,Store_Downtown,SKU0005,Frozen Foods,Central,204,106,107,104.29,14.22,0,Sunny,0,13.86,Summer
23-11-2023,Store_Metro,SKU0024,Beverages,West,109,85,90,93.01,4.14,0,Rainy,1,3.84,Spring
02-01-2023,Store_Airport,SKU0002,Bakery & Snacks,East,322,107,138,109.52,8.64,0,Snowy,0,9.11,Summer
02-05-2023,Store_Metro,SKU0019,Meat & Seafood,West,176,90,97,82.82,24.05,0,Sunny,0,24.09,Autumn
22-02-2023,Store_Airport,SKU0016,Bakery & Snacks,Central,105,125,153,130.65,9.94,0,Sunny,0,10.37,Spring
09-04-2023,Store_Downtown,SKU0021,Household Essentials,Central,90,49,61,50.58,4.87,0,Snowy,0,4.76,Autumn
18-01-2023,Store_Metro,SKU0020,Dairy & Eggs,South,113,57,49,60.46,3.21,20,Sunny,0,3.33,Summer
19-06-2023,Store_Metro,SKU0014,Frozen Foods,South,239,37,38,39.42,12.04,5,Sunny,0,11.67,Spring
23-12-2023,Store_Metro,SKU0007,Fresh Produce,North,323,115,121,121.01,2.73,0,Rainy,0,2.84,Autumn
14-07-2023,Store_Metro,SKU0025,Dairy & Eggs,East,178,69,72,59.57,5.6,0,Rainy,0,5.63,Autumn
11-02-2023,Store_Airport,SKU0004,Fresh Produce,North,394,112,129,124.52,5.02,0,Rainy,0,5.05,Spring
24-11-2023,Store_Uptown,SKU0009,Frozen Foods,South,207,21,17,18.5,5.48,0,Sunny,0,5.69,Spring
02-08-2023,Store_Suburbs,SKU0003,Beverages,North,451,125,158,138.46,14.91,0,Cloudy,0,14.82,Autumn
18-05-2023,Store_Airport,SKU0020,Dairy & Eggs,South,80,100,86,98.34,3.21,0,Cloudy,0,3.01,Summer
04-08-2023,Store_Metro,SKU0001,Dairy & Eggs,Central,258,51,44,51.22,11.68,0,Sunny,0,11.92,Autumn
16-05-2023,Store_Downtown,SKU0004,Fresh Produce,North,65,85,94,76.54,5.02,0,Rainy,0,5.37,Winter
03-07-2023,Store_Uptown,SKU0014,Frozen Foods,West,235,62,53,64.96,12.04,0,Rainy,0,12.36,Summer
23-09-2023,Store_Airport,SKU0022,Fresh Produce,South,125,47,56,48.6,5.37,0,Cloudy,0,5.67,Autumn
10-12-2023,Store_Airport,SKU0025,Dairy & Eggs,South,173,51,56,49.17,5.6,0,Cloudy,0,5.25,Summer
23-03-2023,Store_Uptown,SKU0018,Meat & Seafood,East,109,54,54,55.37,22.47,0,Cloudy,0,21.64,Winter
21-06-2023,Store_Metro,SKU0018,Meat & Seafood,South,167,51,47,48.0,22.47,0,Snowy,1,21.58,Autumn
28-08-2023,Store_Metro,SKU0009,Frozen Foods,South,219,60,77,62.19,5.48,0,Cloudy,0,5.21,Winter
18-10-2023,Store_Downtown,SKU0017,Beverages,North,242,163,184,174.56,5.36,0,Snowy,0,5.17,Spring
07-05-2023,Store_Suburbs,SKU0003,Beverages,Central,312,110,115,123.29,14.91,15,Rainy,0,14.78,Summer
10-01-2023,Store_Downtown,SKU0018,Meat & Seafood,North,153,90,111,85.29,22.47,0,Snowy,0,22.99,Spring
16-10-2023,Store_Downtown,SKU0007,Fresh Produce,Central,194,214,273,205.4,2.73,20,Sunny,1,2.9,Autumn
16-08-2023,Store_Uptown,SKU0024,Beverages,East,458,204,182,175.73,4.14,15,Rainy,0,4.39,Summer
12-01-2023,Store_Metro,SKU0023,Dairy & Eggs,West,295,127,143,127.12,7.65,0,Snowy,0,7.57,Winter
11-02-2023,Store_Downtown,SKU0022,Fresh Produce,Central,119,54,45,56.31,5.37,0,Sunny,0,5.38,Winter
03-03-2023,Store_Suburbs,SKU0016,Bakery & Snacks,Central,148,109,89,114.35,9.94,0,Sunny,0,9.53,Winter
04-10-2023,Store_Suburbs,SKU0002,Bakery & Snacks,West,78,96,84,84.81,8.64,0,Sunny,0,9.26,Autumn
03-12-2023,Store_Airport,SKU0019,Meat & Seafood,East,141,87,90,88.56,24.05,0,Sunny,0,24.4,Autumn
17-09-2023,Store_Uptown,SKU0007,Fresh Produce,North,55,75,97,74.57,2.73,0,Sunny,0,2.88,Spring
08-04-2023,Store_Airport,SKU0023,Dairy & Eggs,Central,106,124,114,116.93,7.65,0,Sunny,0,7.88,Spring
01-08-2023,Store_Metro,SKU0019,Meat & Seafood,North,94,89,115,88.51,24.05,20,Cloudy,0,23.57,Autumn
25-10-2023,Store_Downtown,SKU0023,Dairy & Eggs,Central,103,78,82,82.63,7.65,10,Sunny,0,7.15,Autumn
07-10-2023,Store_Airport,SKU0019,Meat & Seafood,Central,54,73,90,63.46,24.05,25,Sunny,0,23.41,Autumn
03-11-2023,Store_Uptown,SKU0023,Dairy & Eggs,South,217,81,91,86.49,7.65,0,Rainy,0,7.7,Spring
20-10-2023,Store_Airport,SKU0025,Dairy & Eggs,West,148,82,84,73.69,5.6,0,Snowy,0,5.79,Spring
28-01-2023,Store_Airport,SKU0011,Meat & Seafood,East,134,63,66,62.85,31.25,0,Cloudy,0,32.35,Winter
15-02-2023,Store_Downtown,SKU0010,Dairy & Eggs,Central,161,32,32,32.79,8.01,0,Cloudy,0,8.39,Winter
22-10-2023,Store_Downtown,SKU0001,Dairy & Eggs,West,190,70,80,73.25,11.68,0,Cloudy,0,12.25,Summer
11-02-2023,Store_Suburbs,SKU0002,Bakery & Snacks,North,350,112,125,123.52,8.64,20,Snowy,1,8.15,Spring
21-09-2023,Store_Suburbs,SKU0017,Beverages,West,407,143,144,123.61,5.36,0,Sunny,0,5.58,Summer
24-03-2023,Store_Downtown,SKU0002,Bakery & Snacks,East,141,80,93,79.6,8.64,25,Cloudy,0,8.73,Summer
10-04-2023,Store_Uptown,SKU0021,Household Essentials,Central,133,88,99,88.24,4.87,0,Cloudy,0,4.68,Winter
26-12-2023,Store_Suburbs,SKU0007,Fresh Produce,Central,160,78,100,83.2,2.73,0,Cloudy,0,2.9,Summer
08-09-2023,Store_Downtown,SKU0016,Bakery & Snacks,Central,346,91,85,77.47,9.94,0,Sunny,0,9.87,Autumn
22-04-2023,Store_Uptown,SKU0016,Bakery & Snacks,Central,126,52,42,51.47,9.94,0,Rainy,0,9.42,Summer
16-10-2023,Store_Airport,SKU0013,Household Essentials,Central,122,89,107,79.75,22.84,0,Snowy,0,23.36,Winter
21-11-2023,Store_Suburbs,SKU0004,Fresh Produce,Central,306,141,120,159.18,5.02,0,Snowy,0,5.26,Spring
11-08-2023,Store_Suburbs,SKU0014,Frozen Foods,East,92,112,125,117.89,12.04,0,Cloudy,0,11.29,Winter
28-04-2023,Store_Uptown,SKU0003,Beverages,North,100,120,138,102.28,14.91,15,Snowy,1,14.27,Summer
21-03-2023,Store_Airport,SKU0011,Meat & Seafood,West,27,39,48,36.57,31.25,0,Rainy,0,29.74,Spring
20-02-2023,Store_Airport,SKU0014,Frozen Foods,Central,31,51,64,57.84,12.04,15,Cloudy,0,12.44,Winter
