Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
19-07-2023,Outlet_Mall,SKU0020,Menswear,West,34,27,23,24.55,146.16,15,Rainy,0,152.87,Spring
17-03-2023,Galleria_North,SKU0017,Activewear,North,50,22,22,21.36,61.3,0,Rainy,0,56.58,Summer
15-03-2023,Plaza_Fashion,SKU0007,Accessories,Central,55,31,26,28.95,17.37,0,Sunny,0,17.37,Autumn
10-05-2023,Galleria_North,SKU0005,Accessories,South,86,68,85,70.35,28.36,0,Cloudy,0,28.57,Spring
22-01-2023,Galleria_North,SKU0003,Womenswear,East,65,40,37,37.72,20.78,25,Cloudy,0,19.77,Summer
18-03-2023,Outlet_Mall,SKU0002,Activewear,Central,66,49,52,47.07,60.95,0,Snowy,0,64.29,Autumn
21-06-2023,Outlet_Mall,SKU0010,Activewear,South,91,39,36,40.54,109.88,15,Snowy,0,101.15,Winter
11-04-2023,Galleria_North,SKU0010,Activewear,East,60,44,56,39.43,109.88,0,Sunny,0,108.77,Autumn
28-04-2023,Flagship_City,SKU0005,Accessories,Central,70,35,29,31.04,28.36,0,Snowy,0,26.53,Autumn
12-05-2023,Boutique_West,SKU0020,Menswear,West,25,26,24,28.53,146.16,0,Snowy,0,152.13,Winter
18-04-2023,Flagship_City,SKU0008,Winterwear & Jackets,North,71,16,19,16.11,104.5,25,Rainy,0,99.52,Summer
13-10-2023,Outlet_Mall,SKU0015,Footwear,North,40,13,12,14.02,133.34,0,Sunny,0,132.97,Winter
19-12-2023,Outlet_Mall,SKU0011,Womenswear,East,27,19,23,18.89,40.76,0,Rainy,0,40.15,Summer
03-07-2023,Flagship_City,SKU0009,Womenswear,Central,24,34,33,30.63,100.09,15,Snowy,0,100.38,Autumn
25-03-2023,Outlet_Mall,SKU0008,Winterwear & Jackets,North,52,27,31,29.31,104.5,0,Rainy,0,106.87,Autumn
04-06-2023,Plaza_Fashion,SKU0017,Activewear,North,94,29,30,26.9,61.3,25,Snowy,0,63.67,Spring
18-09-2023,Plaza_Fashion,SKU0006,Womenswear,North,120,36,38,31.32,84.13,0,Sunny,0,80.7,Autumn
23-08-2023,Plaza_Fashion,SKU0020,Menswear,Central,47,38,34,42.69,146.16,0,Sunny,0,146.87,Winter
06-06-2023,Outlet_Mall,SKU0016,Accessories,North,32,52,65,49.62,24.16,10,Sunny,1,24.86,Spring
02-04-2023,Outlet_Mall,SKU0014,Activewear,West,96,61,64,66.04,39.98,0,Sunny,0,37.07,Summer
13-11-2023,Plaza_Fashion,SKU0016,Accessories,North,71,31,38,33.52,24.16,0,Cloudy,0,24.52,Spring
17-10-2023,Outlet_Mall,SKU0018,Accessories,East,77,49,52,47.64,25.3,0,Sunny,0,27.12,Spring
27-07-2023,Flagship_City,SKU0001,Accessories,South,122,37,33,33.27,66.32,5,Cloudy,1,61.83,Autumn
12-03-2023,Flagship_City,SKU0010,Activewear,West,109,13,11,14.53,109.88,0,Snowy,0,108.07,Summer
15-12-2023,Flagship_City,SKU0013,Footwear,North,19,17,21,15.98,87.49,20,Snowy,1,93.07,Summer
28-10-2023,Outlet_Mall,SKU0006,Womenswear,West,74,44,47,48.95,84.13,5,Cloudy,0,86.51,Summer
18-02-2023,Plaza_Fashion,SKU0011,Womenswear,South,106,35,44,38.59,40.76,0,Sunny,0,42.98,Summer
05-09-2023,Flagship_City,SKU0012,Footwear,North,13,29,27,26.31,133.91,0,Cloudy,0,134.58,Autumn
28-04-2023,Boutique_West,SKU0020,Menswear,West,102,8,7,8.66,146.16,0,Snowy,0,147.0,Autumn
12-03-2023,Flagship_City,SKU0007,Accessories,North,62,63,58,56.83,17.37,5,Sunny,1,18.03,Autumn
02-11-2023,Galleria_North,SKU0016,Accessories,South,212,42,37,38.0,24.16,0,Rainy,0,25.4,Summer
27-09-2023,Boutique_West,SKU0017,Activewear,South,70,39,43,40.46,61.3,0,Sunny,0,65.06,Spring
19-07-2023,Outlet_Mall,SKU0010,Activewear,South,116,47,43,53.35,109.88,0,Snowy,0,116.93,Autumn
25-03-2023,Flagship_City,SKU0012,Footwear,North,24,23,21,23.86,133.91,0,Sunny,0,124.96,Autumn
03-11-2023,Galleria_North,SKU0001,Accessories,Central,114,14,16,15.99,66.32,20,Sunny,1,66.38,Autumn
06-10-2023,Galleria_North,SKU0016,Accessories,East,96,29,31,25.04,24.16,0,Cloudy,0,23.11,Spring
07-04-2023,Outlet_Mall,SKU0013,Footwear,West,43,6,6,5.14,87.49,15,Sunny,0,81.38,Autumn
24-09-2023,Outlet_Mall,SKU0005,Accessories,Central,215,56,57,58.27,28.36,0,Snowy,0,26.33,Summer
22-03-2023,Boutique_West,SKU0010,Activewear,West,112,49,60,45.92,109.88,0,Cloudy,0,104.52,Spring
07-11-2023,Flagship_City,SKU0009,Womenswear,East,60,15,18,13.71,100.09,0,Sunny,0,106.95,Autumn
20-02-2023,Plaza_Fashion,SKU0004,Winterwear & Jackets,East,47,18,15,16.95,282.65,0,Snowy,0,280.92,Spring
20-09-2023,Outlet_Mall,SKU0013,Footwear,West,20,22,21,23.68,87.49,0,Sunny,0,85.11,Summer
04-03-2023,Plaza_Fashion,SKU0013,Footwear,North,52,35,37,29.97,87.49,5,Snowy,1,83.44,Autumn
21-11-2023,Flagship_City,SKU0005,Accessories,South,148,55,68,50.76,28.36,0,Sunny,0,26.65,Summer
31-03-2023,Plaza_Fashion,SKU0008,Winterwear & Jackets,North,33,9,8,8.01,104.5,25,Sunny,1,99.51,Summer
13-07-2023,Galleria_North,SKU0019,Menswear,South,35,32,31,31.97,106.03,0,Rainy,0,108.43,Winter
09-05-2023,Plaza_Fashion,SKU0008,Winterwear & Jackets,South,49,7,7,6.31,104.5,0,Sunny,0,102.28,Winter
26-07-2023,Plaza_Fashion,SKU0015,Footwear,West,69,13,13,13.76,133.34,0,Cloudy,0,125.45,Summer
05-07-2023,Boutique_West,SKU0003,Womenswear,South,16,34,33,38.33,20.78,0,Sunny,0,21.85,Spring
29-11-2023,Galleria_North,SKU0007,Accessories,East,205,35,29,39.59,17.37,0,Snowy,0,16.89,Summer
07-08-2023,Galleria_North,SKU0019,Menswear,Central,82,36,36,34.57,106.03,0,Sunny,0,105.95,Winter
13-11-2023,Boutique_West,SKU0008,Winterwear & Jackets,South,32,25,26,28.54,104.5,0,Snowy,0,97.69,Spring
20-01-2023,Outlet_Mall,SKU0001,Accessories,North,78,40,35,44.87,66.32,5,Cloudy,0,62.72,Summer
30-08-2023,Outlet_Mall,SKU0010,Activewear,East,88,32,39,30.1,109.88,0,Cloudy,0,111.81,Summer
15-04-2023,Plaza_Fashion,SKU0016,Accessories,South,141,50,42,57.26,24.16,20,Snowy,0,23.16,Winter
14-05-2023,Boutique_West,SKU0009,Womenswear,North,33,19,22,17.98,100.09,15,Cloudy,0,108.01,Winter
16-05-2023,Galleria_North,SKU0017,Activewear,East,63,41,39,44.78,61.3,20,Rainy,0,64.53,Autumn
08-05-2023,Boutique_West,SKU0001,Accessories,East,169,27,28,30.32,66.32,0,Snowy,0,68.16,Autumn
14-07-2023,Flagship_City,SKU0003,Womenswear,South,36,18,15,18.57,20.78,0,Snowy,0,19.89,Autumn
13-02-2023,Boutique_West,SKU0008,Winterwear & Jackets,West,47,9,8,8.86,104.5,10,Cloudy,1,107.58,Autumn
19-09-2023,Flagship_City,SKU0019,Menswear,North,50,37,30,41.09,106.03,0,Sunny,0,106.67,Spring
01-11-2023,Plaza_Fashion,SKU0006,Womenswear,East,117,22,20,25.2,84.13,15,Cloudy,0,79.27,Spring
17-09-2023,Galleria_North,SKU0002,Activewear,East,119,20,21,22.87,60.95,0,Cloudy,0,58.62,Winter
09-10-2023,Outlet_Mall,SKU0011,Womenswear,Central,53,26,24,28.56,40.76,20,Snowy,0,43.68,Spring
05-01-2023,Plaza_Fashion,SKU0012,Footwear,Central,25,10,10,10.24,133.91,0,Cloudy,0,144.57,Winter
13-11-2023,Plaza_Fashion,SKU0002,Activewear,Central,108,26,22,24.73,60.95,0,Snowy,0,56.41,Spring
05-07-2023,Boutique_West,SKU0004,Winterwear & Jackets,Central,48,21,25,23.88,282.65,0,Snowy,0,284.86,Summer
19-02-2023,Boutique_West,SKU0016,Accessories,Central,84,19,21,16.45,24.16,0,Sunny,0,25.89,Summer
19-02-2023,Plaza_Fashion,SKU0002,Activewear,Central,70,12,11,12.79,60.95,0,Snowy,0,61.11,Winter
08-04-2023,Plaza_Fashion,SKU0003,Womenswear,West,20,26,28,29.25,20.78,15,Cloudy,0,20.04,Summer
21-05-2023,Flagship_City,SKU0008,Winterwear & Jackets,North,28,15,14,13.8,104.5,5,Rainy,0,111.04,Summer
03-06-2023,Plaza_Fashion,SKU0011,Womenswear,West,38,29,27,27.65,40.76,5,Rainy,0,38.61,Spring
28-02-2023,Flagship_City,SKU0013,Footwear,East,45,26,32,22.65,87.49,0,Snowy,0,85.31,Spring
10-09-2023,Outlet_Mall,SKU0012,Footwear,South,51,24,21,27.02,133.91,0,Rainy,0,141.45,Winter
01-09-2023,Flagship_City,SKU0006,Womenswear,Central,94,32,27,36.23,84.13,0,Rainy,0,86.24,Spring
06-07-2023,Outlet_Mall,SKU0012,Footwear,North,45,6,6,6.4,133.91,20,Sunny,0,134.12,Autumn
15-06-2023,Boutique_West,SKU0014,Activewear,West,101,36,37,33.46,39.98,0,Sunny,0,38.05,Summer
18-05-2023,Plaza_Fashion,SKU0003,Womenswear,North,115,31,29,33.34,20.78,0,Snowy,0,21.64,Winter
09-06-2023,Boutique_West,SKU0020,Menswear,Central,52,5,4,5.15,146.16,0,Rainy,0,143.53,Spring
26-04-2023,Flagship_City,SKU0002,Activewear,East,137,31,30,28.6,60.95,0,Rainy,0,57.87,Summer
06-04-2023,Flagship_City,SKU0013,Footwear,West,54,13,10,13.98,87.49,0,Cloudy,0,87.02,Spring
25-06-2023,Plaza_Fashion,SKU0004,Winterwear & Jackets,West,29,9,7,7.68,282.65,15,Cloudy,0,291.16,Spring
31-03-2023,Outlet_Mall,SKU0019,Menswear,North,57,29,23,29.38,106.03,0,Sunny,0,99.6,Summer
14-12-2023,Boutique_West,SKU0015,Footwear,East,47,26,27,26.37,133.34,25,Cloudy,0,135.08,Summer
21-11-2023,Plaza_Fashion,SKU0014,Activewear,North,70,15,15,12.88,39.98,0,Rainy,0,43.08,Autumn
22-08-2023,Flagship_City,SKU0010,Activewear,West,69,49,51,45.32,109.88,15,Snowy,1,108.98,Summer
14-07-2023,Boutique_West,SKU0005,Accessories,West,78,32,27,35.73,28.36,0,Cloudy,0,26.1,Autumn
04-06-2023,Plaza_Fashion,SKU0018,Accessories,North,33,53,60,49.91,25.3,25,Cloudy,1,25.17,Winter
29-11-2023,Plaza_Fashion,SKU0003,Womenswear,South,99,39,34,40.17,20.78,0,Snowy,0,19.39,Autumn
27-05-2023,Outlet_Mall,SKU0020,Menswear,East,46,27,34,29.77,146.16,0,Snowy,0,150.87,Summer
07-08-2023,Boutique_West,SKU0020,Menswear,North,16,27,24,30.28,146.16,5,Sunny,0,137.48,Autumn
27-07-2023,Boutique_West,SKU0005,Accessories,West,134,37,29,39.72,28.36,0,Snowy,0,26.38,Summer
12-06-2023,Boutique_West,SKU0001,Accessories,Central,74,63,67,60.05,66.32,0,Rainy,0,64.86,Summer
28-06-2023,Flagship_City,SKU0013,Footwear,South,75,32,39,34.0,87.49,15,Cloudy,1,82.32,Summer
29-12-2023,Plaza_Fashion,SKU0020,Menswear,East,20,18,15,17.99,146.16,20,Sunny,1,156.92,Winter
07-12-2023,Outlet_Mall,SKU0008,Winterwear & Jackets,East,45,5,5,5.01,104.5,15,Cloudy,0,107.62,Autumn
01-02-2023,Plaza_Fashion,SKU0011,Womenswear,North,106,28,31,25.1,40.76,0,Cloudy,0,38.95,Summer
23-09-2023,Galleria_North,SKU0015,Footwear,North,31,23,21,20.03,133.34,20,Cloudy,0,132.28,Winter
23-12-2023,Galleria_North,SKU0015,Footwear,North,58,23,26,25.22,133.34,0,Snowy,0,126.44,Winter
04-06-2023,Outlet_Mall,SKU0012,Footwear,North,42,8,10,7.97,133.91,20,Rainy,0,132.76,Spring
22-01-2023,Galleria_North,SKU0018,Accessories,Central,149,54,58,46.83,25.3,15,Sunny,1,24.09,Winter
21-05-2023,Plaza_Fashion,SKU0002,Activewear,North,85,27,33,25.0,60.95,0,Rainy,0,62.24,Spring
12-03-2023,Plaza_Fashion,SKU0004,Winterwear & Jackets,South,35,18,15,19.25,282.65,0,Cloudy,0,304.52,Autumn
01-11-2023,Galleria_North,SKU0012,Footwear,North,45,31,26,30.03,133.91,20,Sunny,1,128.59,Winter
10-01-2023,Boutique_West,SKU0003,Womenswear,West,63,44,45,48.34,20.78,0,Cloudy,0,20.43,Autumn
18-10-2023,Plaza_Fashion,SKU0001,Accessories,North,53,17,16,17.78,66.32,0,Cloudy,0,70.48,Summer
18-06-2023,Plaza_Fashion,SKU0009,Womenswear,Central,101,22,27,20.71,100.09,0,Cloudy,0,102.52,Summer
14-10-2023,Boutique_West,SKU0019,Menswear,Central,22,42,50,47.99,106.03,5,Snowy,1,107.95,Spring
14-09-2023,Flagship_City,SKU0001,Accessories,East,219,34,33,32.87,66.32,0,Cloudy,0,66.32,Spring
21-06-2023,Outlet_Mall,SKU0002,Activewear,South,58,10,8,11.3,60.95,0,Sunny,0,58.27,Spring
30-10-2023,Plaza_Fashion,SKU0008,Winterwear & Jackets,North,56,29,31,28.0,104.5,5,Sunny,1,110.12,Autumn
16-06-2023,Flagship_City,SKU0009,Womenswear,South,46,38,38,35.21,100.09,0,Cloudy,0,97.84,Summer
19-08-2023,Flagship_City,SKU0016,Accessories,South,120,34,38,33.59,24.16,0,Sunny,0,24.78,Autumn
23-01-2023,Flagship_City,SKU0011,Womenswear,Central,66,29,26,26.6,40.76,0,Snowy,0,42.54,Spring
27-01-2023,Plaza_Fashion,SKU0005,Accessories,Central,202,33,33,33.03,28.36,15,Sunny,0,27.37,Spring
07-07-2023,Boutique_West,SKU0015,Footwear,West,46,27,32,23.88,133.34,0,Sunny,0,125.19,Spring
28-06-2023,Outlet_Mall,SKU0005,Accessories,Central,86,24,29,26.12,28.36,0,Sunny,0,29.49,Spring
10-06-2023,Flagship_City,SKU0004,Winterwear & Jackets,East,39,6,7,6.6,282.65,0,Snowy,0,295.58,Spring
23-01-2023,Galleria_North,SKU0014,Activewear,Central,63,39,37,36.29,39.98,0,Rainy,0,40.41,Spring
20-03-2023,Galleria_North,SKU0019,Menswear,South,108,29,24,27.15,106.03,10,Rainy,0,109.28,Autumn
17-11-2023,Boutique_West,SKU0013,Footwear,West,14,25,32,23.76,87.49,0,Rainy,0,87.76,Spring
10-03-2023,Boutique_West,SKU0001,Accessories,East,151,54,66,52.95,66.32,10,Sunny,0,67.5,Winter
24-09-2023,Outlet_Mall,SKU0009,Womenswear,East,65,31,25,28.97,100.09,0,Rainy,0,103.0,Autumn
19-12-2023,Plaza_Fashion,SKU0013,Footwear,North,80,16,18,14.93,87.49,25,Snowy,0,91.79,Autumn
12-12-2023,Galleria_North,SKU0015,Footwear,South,59,32,37,27.9,133.34,15,Rainy,1,128.73,Summer
20-10-2023,Plaza_Fashion,SKU0018,Accessories,West,88,69,77,78.49,25.3,0,Snowy,0,23.48,Spring
05-06-2023,Galleria_North,SKU0015,Footwear,West,58,23,26,24.29,133.34,0,Cloudy,0,126.89,Summer
26-05-2023,Flagship_City,SKU0017,Activewear,Central,116,11,12,12.5,61.3,5,Cloudy,0,63.98,Autumn
10-10-2023,Outlet_Mall,SKU0018,Accessories,Central,132,37,35,41.43,25.3,10,Snowy,1,26.62,Summer
14-01-2023,Flagship_City,SKU0019,Menswear,South,46,27,26,31.02,106.03,0,Rainy,0,112.98,Summer
20-04-2023,Flagship_City,SKU0004,Winterwear & Jackets,Central,29,23,18,23.64,282.65,0,Rainy,0,288.19,Spring
12-09-2023,Plaza_Fashion,SKU0006,Womenswear,East,67,34,27,38.21,84.13,0,Rainy,0,83.39,Winter
29-11-2023,Galleria_North,SKU0017,Activewear,North,113,38,37,38.5,61.3,0,Rainy,0,58.62,Autumn
24-04-2023,Plaza_Fashion,SKU0009,Womenswear,East,41,35,42,31.89,100.09,0,Cloudy,0,100.79,Winter
27-06-2023,Plaza_Fashion,SKU0017,Activewear,Central,67,49,57,48.82,61.3,0,Snowy,0,58.3,Summer
12-04-2023,Boutique_West,SKU0018,Accessories,South,204,43,44,49.31,25.3,10,Rainy,1,23.85,Summer
21-12-2023,Galleria_North,SKU0002,Activewear,Central,24,39,44,41.03,60.95,0,Snowy,0,60.65,Spring
18-05-2023,Flagship_City,SKU0003,Womenswear,West,30,20,25,19.9,20.78,0,Cloudy,0,21.81,Spring
08-02-2023,Outlet_Mall,SKU0017,Activewear,West,125,58,54,50.2,61.3,0,Sunny,0,62.84,Autumn
